indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,ECU,2001,40.16034,,
RESDEN.INHAB.TFTE,ECU,2002,42.23367,,
RESDEN.INHAB.TFTE,ECU,2003,48.66397,,
RESDEN.INHAB.TFTE,ECU,2006,70.53158,,
RESDEN.INHAB.TFTE,ECU,2007,65.03887,,
RESDEN.INHAB.TFTE,ECU,2008,103.21122,,
RESDEN.INHAB.TFTE,ECU,2009,118.28189,,
RESDEN.INHAB.TFTE,ECU,2010,141.13492,,
RESDEN.INHAB.TFTE,ECU,2011,180.01141,,
RESDEN.INHAB.TFTE,ECU,2012,281.58285,,
RESDEN.INHAB.TFTE,ECU,2013,350.98087,,
RESDEN.INHAB.TFTE,ECU,2014,400.26149,,
RESDEN.INHAB.TFTE,EGY,2007,591.25817,,
RESDEN.INHAB.TFTE,EGY,2008,410.61485,,
RESDEN.INHAB.TFTE,EGY,2009,405.67613,,
RESDEN.INHAB.TFTE,EGY,2010,461.31975,,
RESDEN.INHAB.TFTE,EGY,2011,461.59381,,
RESDEN.INHAB.TFTE,EGY,2012,485.09394,,
RESDEN.INHAB.TFTE,EGY,2013,505.91384,,
RESDEN.INHAB.TFTE,EGY,2014,632.88092,,
RESDEN.INHAB.TFTE,EGY,2015,631.04334,,
